id,repeatProbability
4616876197,0.172
4616892151,0.19
4616893482,0.524
4616893527,0.178
4616902304,0.23
4616911236,0.056
4616915650,0.03
4616916921,0.106
4616919696,0.128
4616920901,0.068
4616923360,0.166
4616927449,0.126
4616927642,0.05
4616930436,0.016
4616931928,0.002
4616932847,0.182
4616936647,0.042
4616938371,0.128
4616940431,0.092
4616941091,0.29
4616942132,0.062
4616942921,0.1
4616943462,0.512
4616949186,0.058
4616951968,0.066
4616960410,0.39
4616960488,0.394
4616973977,0.172
4616974026,0.126
4616980101,0.07
4616988493,0.07
4616994927,0.136
4616994998,0.086
4616996749,0.534
4616998562,0.002
4617007896,0.216
4617008548,0.084
4617010302,0.022
4617010521,0.148
4617019569,0.228
4617027202,0.064
4617029010,0.19
4617029934,0.366
4617032635,0.292
4617036091,0.076
4617041041,0.066
4617044163,0.048
4617050278,0.08
4617050774,0.128
4617053333,0.07
4617053646,0.164
4617055622,0.102
4617056312,0.084
4617057433,0.226
4617062181,0.114
4617065667,0.012
4617070154,0.124
4617071759,0.072
4617074668,0.072
4617080022,0.282
4617082833,0.198
4617086632,0.108
4617089487,0.002
4617092005,0.084
4617094780,0.032
4617095148,0.022
4617098349,0.554
4617102334,0.166
4617106344,0.14
4617114928,0.218
4617129056,0.038
4617131555,0.274
4617132175,0.068
4617134154,0.066
4617140409,0.1
4617140905,0.116
4617142791,0.406
4617143316,0.402
4617144970,0.292
4617146227,0.146
4617148039,0.188
4617148812,0.152
4617151395,0.072
4617152524,0.092
4617156739,0.458
4617159234,0.168
4617160546,0.118
4617162307,0.196
4617166842,0.238
4617167155,0.086
4617169938,0.072
4617173416,0.106
4617174355,0.19
4617174511,0.31
4617174550,0.154
4617175431,0.16
4617176730,0.326
4617177243,0.24
4617177919,0.514
4617178568,0.06
4617178760,0.138
4617179432,0.386
4617184397,0.382
4617184729,0.142
4617184849,0.01
4617186578,0.096
4617198749,0.116
4617209605,0.246
4617210088,0.054
4617214527,0.056
4617221684,0.11
4617228522,0.08
4617235624,0.026
4617241893,0.066
4617243228,0.158
4617243305,0.086
4617244862,0.242
4617246437,0.024
4617250131,0.268
4617250841,0.214
4617252111,0.33
4617257850,0.06
4617261005,0.102
4617263626,0.086
4617271628,0.098
4617275370,0.004
4617282663,0.168
4617283887,0.036
4617287974,0.098
4617294936,0.032
4617295992,0.09
4617297456,0.13
4617301842,0.122
4617302293,0.142
4617303566,0.122
4617309364,0.304
4617309535,0.05
4617312954,0.244
4617315222,0.444
4617318758,0.058
4617320885,0.086
4617321656,0.374
4617325819,0.114
4617326500,0.17
4617329733,0.05
4617330674,0.462
4617332922,0.312
4617335596,0.05
4617341570,0.298
4617342909,0.212
4617346962,0.494
4617348869,0.12
4617352954,0.152
4617353316,0.114
4617355985,0.1
4617360583,0.14
4617360748,0.064
4617362476,0.056
4617368314,0.004
4617375684,0.088
4617375883,0.066
4617385664,0.22
4617396843,0.104
4617399338,0.052
4617400602,0.018
4617405229,0.016
4617406912,0.048
4617409173,0.176
4617411690,0.106
4617413312,0.392
4617413515,0.29
4617414869,0.132
4617435108,0.036
4617435638,0.478
4617436334,0.04
4617436737,0.056
4617436962,0.048
4617441022,0.076
4617454810,0.05
4617463450,0.072
4617466572,0.134
4617468760,0.002
4617469695,0.046
4617475780,0.02
4617478210,0.504
4617479747,0.034
4617490699,0.218
4617490869,0.08
4617494310,0.146
4617495480,0.016
4617496787,0.508
4617519852,0.116
4617522763,0.126
4617525821,0.266
4617528989,0.214
4617534696,0.254
4617536603,0.056
4617540004,0.102
4617546948,0.062
4617558363,0.346
4617560936,0.198
4617566939,0.242
4617571871,0.114
4617578254,0.294
4617578337,0.146
4617578718,0.16
4617580268,0.136
4617588681,0.016
4617594583,0.116
4617595667,0.096
4617614223,0.24
4617615379,0.158
4617627451,0.076
4617628351,0.206
4617628366,0.022
4617639908,0.416
4617644322,0.012
4617652604,0.052
4617655718,0.114
4617657528,0.338
4617660133,0.184
4617662940,0.162
4617663046,0.012
4617666104,0.23
4617666597,0.014
4617667648,0.084
4617667984,0.098
4617669406,0.232
4617673306,0.194
4617675396,0.256
4617682576,0.116
4617683439,0.076
4617686972,0.138
4617689952,0.164
4617700121,0.142
4617705947,0.098
4617709243,0.088
4617716539,0.654
4617726010,0.48
4617727959,0.318
4617730748,0.08
4617734050,0.134
4617735159,0.102
4617739364,0.026
4617752565,0.004
4617753671,0.066
4617754042,0.146
4617759582,0.042
4617763484,0.034
4617766088,0.374
4617770862,0.14
4617777062,0.068
4617777728,0.362
4617787556,0.098
4617788261,0.058
4617792194,0.078
4617794396,0.204
4617797214,0.086
4617800820,0.066
4617800968,0.104
4617801648,0.722
4617803547,0.172
4617809018,0.126
4617811608,0.112
4617811678,0.034
4617813701,0.008
4617815205,0.158
4617815219,0.098
4617815959,0.052
4617823435,0.006
4617823502,0.024
4617824900,0.062
4617828891,0.074
4617831442,0.14
4617832263,0.09
4617833671,0.114
4617837480,0.094
4617841166,0.07
4617841879,0.218
4617842077,0.02
4617843268,0.248
4617849904,0.224
4617850392,0.042
4617851884,0.022
4617852067,0.086
4617861275,0.05
4617862240,0.098
4617867111,0.138
4617872016,0.16
4617873654,0.102
4617874158,0.316
4617885947,0.058
4617890071,0.062
4617894662,0.156
4617901128,0.01
4617904318,0.056
4617907355,0.044
4617912278,0.058
4617914406,0.15
4617914427,0.432
4617916524,0.12
4617917560,0.424
4617919404,0.27
4617919503,0.14
4617924339,0.068
4617928330,0.092
4617932938,0.176
4617933366,0.29
4617933791,0.036
4617934262,0.064
4617938659,0.102
4617940578,0.078
4617940598,0.472
4617944528,0.068
4617947450,0.136
4617953862,0.068
4617954358,0.058
4617967399,0.138
4617969214,0.284
4617972635,0.1
4617980408,0.204
4617981624,0.122
4617989790,0.122
4617990187,0.3
4617992226,0.256
4617995924,0.23
4617996956,0.042
4617999784,0.222
4618000079,0.132
4618001688,0.098
4618003479,0.138
4618012145,0.132
4618015670,0.456
4618019702,0.18
4618020375,0.136
4618022210,0.02
4618023408,0.31
4618024689,0.002
4618027366,0.136
4618031135,0.148
4618033446,0.07
4618039096,0.216
4618042044,0.04
4618043877,0.014
4618045284,0.116
4618057460,0.114
4618061640,0.034
4618063240,0.064
4618067323,0.156
4618071370,0.182
4618080883,0.07
4618083367,0.048
4618083439,0.294
4618084368,0.194
4618084835,0.004
4618087325,0.254
4618088985,0.102
4618092348,0.154
4618095220,0.528
4618097832,0.204
4618098486,0.166
4618098999,0.006
4618103450,0.134
4618104995,0.454
4618108583,0.112
4618117163,0.01
4618121549,0.168
4618122540,0.098
4618127436,0.1
4618133839,0.686
4618133855,0.13
4618138483,0.07
4618142984,0.128
4618143854,0.128
4618149648,0.084
4618153491,0.19
4618154965,0.064
4618155854,0.304
4618155917,0.34
4618159617,0.05
4618161008,0.12
4618161367,0.434
4618164605,0.08
4618169053,0.194
4618170562,0.118
4618171309,0.078
4618172907,0.034
4618174576,0.172
4618177344,0.35
4618177727,0.672
4618178580,0.128
4618179311,0.664
4618179532,0.266
4618182782,0.124
4618183093,0.092
4618183094,0.052
4618183629,0.124
4618186695,0.122
4618187819,0.07
4618188513,0.028
4618195064,0.006
4618196140,0.326
4618198213,0.194
4618202555,0.25
4618203896,0.176
4618209028,0.038
4618210145,0.04
4618213868,0.164
4618221102,0.048
4618227604,0.09
4618232547,0.128
4618239813,0.076
4618246561,0.106
4618247609,0.286
4618247796,0.146
4618258237,0.122
4618265638,0.078
4618268665,0.106
4618270335,0.406
4618283110,0.414
4618283350,0.354
4618288465,0.028
4618294528,0.068
4618307785,0.098
4618319407,0.076
4618319980,0.36
4618321217,0.028
4618325759,0.16
4618334492,0.008
4618335664,0.206
4618343982,0.022
4618346027,0.61
4618346605,0.066
4618351643,0.024
4618352692,0.076
4618366031,0.162
4618367642,0.012
4618370081,0.394
4618373489,0.204
4618373551,0.244
4618375957,0.096
4618380589,0.126
4618382667,0.078
4618383055,0.484
4618383977,0.014
4618384474,0.142
4618386095,0.052
4618386216,0.08
4618388066,0.112
4618391337,0.11
4618391739,0.034
4618394103,0.03
4618397269,0.056
4618402044,0.146
4618403253,0.056
4618406291,0.186
4618409967,0.216
4618414988,0.024
4618419412,0.058
4618420784,0.022
4618426688,0.072
4618431074,0.108
4618432708,0.044
4618436331,0.018
4618437688,0.114
4618442582,0.024
4618442597,0.044
4618444490,0.08
4618444742,0.03
4618451935,0.068
4618454543,0.166
4618464538,0.17
4618465818,0.04
4618474331,0.134
4618476237,0.12
4618480684,0.014
4618487765,0.002
4618488397,0.134
4618492557,0.146
4618499587,0.142
4618499891,0.054
4618507797,0.102
4618512877,0.148
4618514219,0.074
4618518263,0.316
4618528278,0.104
4618531487,0.046
4618532823,0.214
4618536431,0.558
4618539765,0.05
4618541747,0.178
4618545328,0.14
4618546876,0.07
4618548749,0.182
4618552613,0.546
4618558085,0.088
4618558643,0.138
4618560875,0.036
4618562513,0.052
4618565057,0.106
4618565793,0.112
4618567235,0.656
4618568104,0.008
4618574337,0.024
4618575760,0.092
4618579404,0.02
4618580613,0.438
4618581092,0.7
4618581811,0.07
4618586880,0.056
4618589846,0.2
4618592360,0.152
4618592539,0.028
4618594808,0.32
4618601784,0.124
4618606027,0.058
4618606099,0.142
4618608978,0.08
4618609179,0.09
4618610481,0.204
4618610600,0.56
4618615757,0.178
4618616251,0.05
4618617899,0.09
4618620602,0.162
4618621650,0.16
4618624918,0.13
4618625764,0.034
4618626363,0.052
4618635407,0.03
4618642248,0.056
4618642594,0.146
4618644421,0.052
4618659259,0.1
4618659351,0.388
4618661379,0.044
4618661703,0.06
4618666437,0.044
4618676490,0.096
4618683636,0.086
4618688081,0.4
4618691844,0.02
4618692758,0.026
4618692929,0.292
4618695384,0.066
4618696246,0.092
4618697569,0.28
4618698153,0.038
4618698556,0.078
4618698697,0.198
4618705049,0.018
4618707370,0.108
4618708029,0.13
4618708148,0.124
4618708425,0.218
4618709938,0.034
4618716474,0.006
4618725341,0.034
4618733651,0.08
4618737135,0.186
4618739785,0.242
4618742305,0.556
4618742852,0.092
4618742880,0.108
4618744302,0.024
4618744609,0.032
4618745220,0.076
4618756890,0.134
4618762976,0.008
4618763545,0.162
4618764857,0.084
4618765106,0.086
4618779254,0.072
4618782119,0.104
4618783881,0.242
4618785203,0.086
4618785337,0.008
4618785625,0.11
4618787083,0.164
4618788672,0.09
4618789396,0.01
4618796326,0.126
4618797623,0.268
4618803424,0.314
4618804211,0.342
4618804760,0.19
4618809823,0.014
4618815294,0.448
4618818443,0.022
4618818457,0.008
4618820234,0.026
4618822483,0.014
4618826617,0.246
4618827485,0.054
4618832289,0.296
4618835088,0.272
4618836194,0.23
4618837402,0.052
4618842177,0.03
4618844585,0.154
4618845470,0.04
4618849200,0.19
4618851901,0.196
4618853393,0.15
4618855296,0.19
4618861136,0.112
4618863805,0.052
4618866970,0.108
4618868030,0.022
4618869843,0.364
4618871598,0.018
4618879904,0.158
4618881019,0.126
4618883041,0.208
4618884502,0.066
4618886575,0.122
4618889827,0.182
4618891304,0.046
4618891899,0.014
4618893562,0.342
4618895397,0.104
4618897448,0.176
4618914794,0.054
4618919999,0.064
4618926451,0.116
4618929762,0.094
4618935013,0.134
4618940104,0.062
4618940652,0.006
4618942251,0.088
4618942916,0.034
4618943511,0.148
4618943662,0.11
4618944762,0.064
4618945333,0.088
4618946611,0.246
4618952509,0.39
4618961101,0.096
4618965949,0.062
4618973049,0.04
4618976657,0.048
4618979472,0.13
4618982845,0.09
4618987405,0.108
4618990296,0.092
4618993924,0.288
4618997600,0.14
4618998313,0.156
4618998979,0.272
4618999890,0.01
4619002440,0.112
4619007171,0.058
4619010125,0.116
4619015036,0.388
4619015103,0.28
4619016459,0.048
4619024235,0.2
4619026763,0.21
4619027931,0.066
4619030785,0.278
4619031760,0.016
4619034540,0.284
4619034665,0.044
4619038463,0.066
4619045819,0.394
4619054781,0.118
4619055946,0.204
4619057605,0.752
4619060942,0.114
4619077613,0.172
4619078197,0.144
4619078261,0.026
4619082039,0.094
4619082575,0.07
4619085055,0.1
4619086281,0.098
4619094443,0.662
4619094910,0.408
4619100990,0.122
4619102984,0.526
4619103066,0.094
4619107031,0.21
4619108037,0.052
4619109051,0.1
4619111036,0.212
4619113496,0.116
4619118748,0.176
4619121590,0.002
4619124111,0.13
4619125302,0.04
4619143685,0.194
4619151031,0.34
4619154744,0.072
4619162326,0.226
4619166924,0.074
4619168070,0.122
4619174042,0.052
4619176839,0.194
4619177879,0.122
4619178131,0.082
4619180686,0.138
4619182502,0.144
4619185782,0.098
4619188304,0.158
4619197807,0.12
4619210571,0.104
4619221706,0.09
4619222052,0.492
4619226651,0.096
4619227205,0.018
4619235164,0.158
4619236897,0.096
4619238162,0.158
4619251007,0.458
4619254645,0.138
4619260226,0.136
4619275081,0.234
4619276040,0.214
4619283344,0.022
4619291464,0.426
4619291617,0.118
4619291920,0.118
4619293316,0.12
4619293557,0.372
4619299776,0.008
4619301732,0.052
4619305468,0.166
4619306910,0.088
4619311973,0.186
4619321890,0.072
4619322421,0.064
4619322892,0.31
4619328337,0.158
4619328815,0.228
4619332170,0.082
4619333881,0.216
4619335135,0.126
4619335829,0.208
4619337101,0.128
4619337280,0.108
4619339625,0.062
4619341729,0.136
4619342484,0.028
4619343708,0.094
4619343907,0.082
4619344488,0.274
4619346399,0.568
4619351878,0.088
4619353450,0.092
4619361504,0.01
4619363931,0.076
4619369421,0.02
4619377573,0.072
4619380808,0.11
4619381134,0.14
4619383919,0.008
4619387847,0.162
4619388528,0.162
4619395147,0.202
4619397639,0.084
4619400722,0.188
4619404408,0.264
4619405109,0.008
4619410140,0.074
4619412621,0.148
4619416148,0.028
4619423831,0.184
4619429533,0.038
4619430261,0.176
4619433290,0.142
4619434150,0.25
4619435436,0.002
4619440677,0.1
4619448725,0.096
4619449172,0.104
4619451640,0.358
4619457723,0.102
4619458223,0.248
4619458911,0.032
4619459592,0.18
4619460346,0.046
4619462469,0.058
4619462857,0.082
4619465371,0.042
4619467986,0.128
4619471603,0.212
4619472040,0.108
4619481196,0.056
4619484480,0.264
4619486912,0.162
4619488544,0.004
4619501820,0.12
4619510120,0.12
4619516365,0.106
4619523462,0.264
4619525148,0.068
4619531227,0.302
4619534397,0.51
4619535241,0.392
4619537421,0.138
4619539922,0.166
4619541988,0.084
4619551699,0.084
4619559259,0.238
4619565371,0.114
4619575958,0.088
4619576118,0.19
4619576215,0.146
4619581744,0.396
4619583065,0.19
4619583492,0.17
4619587363,0.01
4619589991,0.156
4619592545,0.056
4619595279,0.052
4619595344,0.442
4619595729,0.008
4619599507,0.076
4619600529,0.51
4619603029,0.53
4619603973,0.304
4619608267,0.07
4619617835,0.078
4619621271,0.444
4619624594,0.112
4619638522,0.004
4619639261,0.186
4619646400,0.094
4619646514,0.292
4619649934,0.114
4619653382,0.524
4619656247,0.044
4619657458,0.374
4619660608,0.322
4619667827,0.252
4619670938,0.116
4619673491,0.102
4619674205,0.438
4619681178,0.564
4619682438,0.134
4619689377,0.108
4619691641,0.188
4619693217,0.058
4619695411,0.112
4619700310,0.712
4619701532,0.1
4619702825,0.17
4619703722,0.104
4619708456,0.08
4619709069,0.07
4619711288,0.178
4619713049,0.122
4619713514,0.18
4619714662,0.176
4619715794,0.214
4619717207,0.144
4619717492,0.074
4619719581,0.268
4619720682,0.094
4619722277,0.284
4619723796,0.398
4619728299,0.336
4619728773,0.502
4619732805,0.282
4619733236,0.126
4619736110,0.17
4619741158,0.11
4619745084,0.096
4619748333,0.102
4619751995,0.264
4619752645,0.342
4619754122,0.068
4619755394,0.014
4619764411,0.254
4619765190,0.058
4619766289,0.062
4619767853,0.338
4619776076,0.358
4619778936,0.054
4619783492,0.61
4619783747,0.032
4619785548,0.2
4619790196,0.062
4619791065,0.142
4619791318,0.164
4619792867,0.032
4619797264,0.046
4619797291,0.07
4619800021,0.14
4619800040,0.09
4619803567,0.078
4619806920,0.06
4619812397,0.006
4619812888,0.162
4619818441,0.346
4619819844,0.098
4619824666,0.068
4619824774,0.04
4619827111,0.214
4619830176,0.02
4619834088,0.508
4619834663,0.304
4619835776,0.16
4619841308,0.084
4619843017,0.036
4619846841,0.212
4619852409,0.07
4619855940,0.172
4619857464,0.02
4619866466,0.226
4619866896,0.12
4619869071,0.06
4619869115,0.114
4619878919,0.014
4619881072,0.128
4619891450,0.524
4619892178,0.088
4619896766,0.02
4619897792,0.01
4619901239,0.036
4619905795,0.15
4619906609,0.058
4619912497,0.286
4619912547,0.044
4619915055,0.146
4619920036,0.222
4619920242,0.002
4619929113,0.16
4619932837,0.012
4619938742,0.716
4619939537,0.128
4619942171,0.074
4619950043,0.12
4619951374,0.524
4619953867,0.02
4619960229,0.05
4619964664,0.132
4619965797,0.136
4619966855,0.026
4619966875,0.172
4619968165,0.256
4619977987,0.126
4619980212,0.15
4619982018,0.038
4619994417,0.494
4619998735,0.098
4620002786,0.05
4620003530,0.174
4620004146,0.404
4620008272,0.064
4620009470,0.058
4620013575,0.014
4620014300,0.132
4620015471,0.172
4620019356,0.156
4620021296,0.008
4620025418,0.168
4620026835,0.116
4620033419,0.702
4620040787,0.264
4620046396,0.384
4620049124,0.024
4620049520,0.036
4620050224,0.134
4620062525,0.144
4620062708,0.038
4620063164,0.308
4620075075,0.068
4620075413,0.146
4620088402,0.142
4620092342,0.126
4620093369,0.264
4620100924,0.184
4620101043,0.056
4620102241,0.004
4620106784,0.096
4620119983,0.15
4620121739,0.08
4620122427,0.018
4620125369,0.028
4620126660,0.054
4620129011,0.254
4620130163,0.132
4620134284,0.018
4620135435,0.152
4620135691,0.312
4620137472,0.468
4620140432,0.318
4620144428,0.126
4620145545,0.02
4620150573,0.03
4620150849,0.278
4620151724,0.146
4620158559,0.018
4620162974,0.176
4620164088,0.168
4620169807,0.03
4620170940,0.094
4620175599,0.098
4620176889,0.16
4620179671,0.39
4620179795,0.028
4620182536,0.09
4620182676,0.004
4620184308,0.008
4620187475,0.278
4620187689,0.172
4620190548,0.038
4620191886,0.042
4620200251,0.068
4620201169,0.314
4620201948,0.15
4620202388,0.072
4620203443,0.01
4620205350,0.038
4620208215,0.152
4620214816,0.068
4620217121,0.066
4620218848,0.12
4620221038,0.082
4620229535,0.038
4620233618,0.206
4620235723,0.1
4620244086,0.216
4620245367,0.148
4620245504,0.168
4620245560,0.166
4620253273,0.112
4620254649,0.164
4620254683,0.064
4620265352,0.05
4620276004,0.084
4620277709,0.434
4620278010,0.234
4620278352,0.118
4620285785,0.126
4620288032,0.256
4620290262,0.082
4620295270,0.514
4620301714,0.19
4620301808,0.182
4620304402,0.08
4620305238,0.02
4620313581,0.08
4620314279,0.108
4620316067,0.164
4620319225,0.132
4620319842,0.486
4620322806,0.122
4620326544,0.04
4620326953,0.112
4620327495,0.198
4620331330,0.05
4620336035,0.036
4620336872,0.072
4620337598,0.2
4620347285,0.062
4620354169,0.064
4620356229,0.41
4620357113,0.108
4620367225,0.206
4620373245,0.086
4620387374,0.01
4620387858,0.152
4620395709,0.032
4620395838,0.122
4620395898,0.112
4620397397,0.128
4620400953,0.174
4620402863,0.066
4620403877,0.118
4620404537,0.14
4620411110,0.102
4620411600,0.144
4620415320,0.094
4620417677,0.216
4620418748,0.168
4620425151,0.03
4620425805,0.024
4620426146,0.16
4620427188,0.124
4620428641,0.19
4620429944,0.084
4620430177,0.08
4620433955,0.018
4620435561,0.068
4620441278,0.33
4620444475,0.052
4620444643,0.19
4620446349,0.046
4620449102,0.13
4620449145,0.122
4620449598,0.152
4620449780,0.116
4620460455,0.042
4620467605,0.414
4620471206,0.254
4620473342,0.19
4620477866,0.144
4620480409,0.206
4620481350,0.178
4620483017,0.106
4620485411,0.104
4620486079,0.222
4620488704,0.384
4620491805,0.49
4620498708,0.08
4620500382,0.112
4620509532,0.682
4620510007,0.09
4620510620,0.026
4620512006,0.008
4620512818,0.178
4620519086,0.004
4620523903,0.006
4620524599,0.03
4620526790,0.12
4620528885,0.136
4620532276,0.51
4620541707,0.266
4620544236,0.062
4620554257,0.104
4620556262,0.12
4620564178,0.078
4620567795,0.098
4620569169,0.15
4620570242,0.102
4620570745,0.036
4620571410,0.064
4620577659,0.116
4620580515,0.382
4620600693,0.192
4620602089,0.074
4620607575,0.046
4620612691,0.11
4620615861,0.208
4620621710,0.046
4620625359,0.134
4620627365,0.084
4620636328,0.126
4620643261,0.1
4620644248,0.06
4620644770,0.12
4620646464,0.382
4620649408,0.142
4620651657,0.218
4620658608,0.104
4620661334,0.166
4620665936,0.18
4620672445,0.132
4620676586,0.09
4620677141,0.164
4620677435,0.344
4620677623,0.344
4620682097,0.074
4620682712,0.024
4620688366,0.406
4620698245,0.084
4620699294,0.052
4620700799,0.082
4620702148,0.086
4620704491,0.006
4620705937,0.1
4620708040,0.18
4620708891,0.058
4620716747,0.11
4620716849,0.064
4620717228,0.148
4620717443,0.552
4620722656,0.112
4620723588,0.132
4620725674,0.102
4620725955,0.046
4620735559,0.074
4620745512,0.118
4620750250,0.104
4620753406,0.04
4620756453,0.03
4620760435,0.044
4620765711,0.004
4620767221,0.102
4620779524,0.088
4620786823,0.442
4620790526,0.088
4620796442,0.068
4620799240,0.108
4620802471,0.078
4620803215,0.272
4620803784,0.206
4620811363,0.094
4620819715,0.32
4620820328,0.226
4620820708,0.02
4620820854,0.114
4620831203,0.034
4620835569,0.114
4620835590,0.028
4620836114,0.302
4620842024,0.108
4620845130,0.072
4620848442,0.046
4620855521,0.036
4620859351,0.062
4620865754,0.016
4620872228,0.082
4620874246,0.154
4620875402,0.122
4620878546,0.1
4620892448,0.328
4620892905,0.058
4620901455,0.076
4620901851,0.262
4620902187,0.016
4620902928,0.156
4620903226,0.412
4620910465,0.116
4620927319,0.45
4620929266,0.19
4620934920,0.072
4620936798,0.142
4620941856,0.128
4620945989,0.416
4620952610,0.096
4620956410,0.04
4620967119,0.114
4620967627,0.03
4620978455,0.648
4620981519,0.33
4620982348,0.526
4620983165,0.118
4620983531,0.09
4620985716,0.194
4620989206,0.26
4620997168,0.164
4620997255,0.106
4620999237,0.28
4621000562,0.11
4621002833,0.006
4621003791,0.048
4621007374,0.108
4621008365,0.07
4621009644,0.048
4621010172,0.138
4621017591,0.288
4621028793,0.108
4621031497,0.276
4621033922,0.072
4621043970,0.118
4621045553,0.146
4621045834,0.108
4621054196,0.144
4621057472,0.172
4621061496,0.306
4621062583,0.31
4621073636,0.016
4621073979,0.276
4621086504,0.394
4621088487,0.012
4621088642,0.144
4621090284,0.08
4621091034,0.026
4621092346,0.09
4621096922,0.018
4621100133,0.106
4621104968,0.048
4621105125,0.11
4621108143,0.244
4621108695,0.114
4621113476,0.13
4621124728,0.044
4621134580,0.104
4621138286,0.028
4621140201,0.09
4621140966,0.07
4621141148,0.094
4621141551,0.066
4621148467,0.254
4621149271,0.012
4621152791,0.048
4621154348,0.094
4621156311,0.024
4621156390,0.218
4621164796,0.112
4621178406,0.034
4621181109,0.006
4621188233,0.124
4621197815,0.23
4621199654,0.112
4621199875,0.138
4621200784,0.05
4621201561,0.214
4621218317,0.28
4621221212,0.158
4621222775,0.094
4621223271,0.134
4621223837,0.124
4621233605,0.106
4621239910,0.102
4621240455,0.388
4621246454,0.008
4621246830,0.004
4621248826,0.006
4621254258,0.076
4621256063,0.172
4621257325,0.414
4621258527,0.474
4621259516,0.076
4621260255,0.1
4621262748,0.042
4621266783,0.02
4621268207,0.068
4621273632,0.022
4621275767,0.09
4621276057,0.252
4621277775,0.116
4621278638,0.128
4621281749,0.22
4621282671,0.446
4621291141,0.128
4621293230,0.122
4621301614,0.034
4621306018,0.05
4621308145,0.334
4621308210,0.134
4621308499,0.15
4621309618,0.066
4621309734,0.29
4621314612,0.064
4621314763,0.522
4621316423,0.132
4621319959,0.09
4621321512,0.186
4621322259,0.488
4621331683,0.322
4621335346,0.306
4621335738,0.048
4621347387,0.15
4621349863,0.472
4621351642,0.23
4621352156,0.442
4621356956,0.024
4621357238,0.036
4621357976,0.034
4621359762,0.324
4621364213,0.118
4621365137,0.042
4621365450,0.1
4621366117,0.084
4621367345,0.076
4621368434,0.044
4621368754,0.13
4621373177,0.156
4621375111,0.056
4621376483,0.052
4621377998,0.498
4621378527,0.062
4621385580,0.396
4621386145,0.096
4621388096,0.064
4621389633,0.084
4621395446,0.002
4621396208,0.476
4621405156,0.054
4621405549,0.22
4621409678,0.396
4621410629,0.298
4621415324,0.392
4621416369,0.058
4621426322,0.04
4621426994,0.122
4621427781,0.06
4621431040,0.174
4621432441,0.118
4621434754,0.146
4621436838,0.074
4621438344,0.076
4621438404,0.07
4621442990,0.03
4621446288,0.102
4621446857,0.216
4621450879,0.08
4621451166,0.172
4621454238,0.118
4621454860,0.064
4621455366,0.068
4621455881,0.098
4621456844,0.034
4621461908,0.022
4621462560,0.002
4621462806,0.06
4621463206,0.006
4621464961,0.066
4621466725,0.106
4621470552,0.092
4621479592,0.068
4621480102,0.192
4621482393,0.074
4621484150,0.198
4621486998,0.046
4621488671,0.006
4621491389,0.018
4621493542,0.09
4621500642,0.02
4621501014,0.056
4621503625,0.094
4621506025,0.086
4621509939,0.084
4621514701,0.198
4621516691,0.08
4621517994,0.102
4621526519,0.226
4621526887,0.08
4621536647,0.114
4621538393,0.094
4621543272,0.04
4621544551,0.246
4621547467,0.04
4621548335,0.09
4621549955,0.248
4621561511,0.136
4621562164,0.3
4621571227,0.128
4621571570,0.1
4621573552,0.054
4621574630,0.406
4621575458,0.176
4621577792,0.046
4621578245,0.126
4621580792,0.114
4621581412,0.044
4621582888,0.022
4621587941,0.13
4621590654,0.148
4621598789,0.03
4621600966,0.046
4621603622,0.066
4621610675,0.056
4621612289,0.036
4621614415,0.072
4621615968,0.01
4621618411,0.034
4621619170,0.242
4621619336,0.156
4621628550,0.082
4621636012,0.06
4621642412,0.14
4621644480,0.224
4621649869,0.056
4621653706,0.18
4621663530,0.084
4621665860,0.11
4621666701,0.14
4621670112,0.194
4621678037,0.304
4621679099,0.05
4621682447,0.18
4621682697,0.098
4621684135,0.146
4621684433,0.052
4621693080,0.146
4621693941,0
4621694614,0.064
4621696483,0.17
4621699271,0.18
4621701553,0.076
4621702450,0.158
4621702643,0.016
4621704323,0.208
4621710570,0.228
4621720058,0.04
4621725644,0.106
4621731945,0.078
4621736072,0.112
4621743279,0.07
4621743330,0.04
4621743580,0.138
4621748767,0.174
4621756226,0.024
4621756501,0.226
4621757642,0.052
4621760032,0.014
4621762283,0.066
4621764450,0.062
4621766552,0.088
4621791431,0.098
4621798934,0.052
4621800450,0.086
4621801606,0.024
4621801951,0.188
4621804303,0.128
4621808552,0.238
4621809685,0.08
4621810291,0.872
4621810906,0.254
4621812681,0.024
4621814376,0.174
4621817736,0.082
4621819535,0.03
4621819693,0.136
4621847629,0.104
4621847942,0.072
4621851844,0.17
4621854101,0.144
4621854208,0.27
4621861226,0.098
4621861806,0.458
4621862217,0.488
4621865914,0.136
4621868606,0.014
4621876320,0.11
4621879764,0.148
4621879982,0.058
4621881422,0.002
4621881768,0.262
4621885384,0.18
4621899421,0.118
4621900668,0.06
4621905862,0.17
4621906894,0.142
4621907620,0.258
4621915227,0.112
4621921595,0.632
4621928986,0.13
4621937213,0.352
4621937230,0.03
4621941107,0.044
4621941109,0.554
4621941868,0.29
4621948376,0.388
4621949791,0.024
4621950176,0.102
4621951322,0.364
4621951672,0.13
4621955375,0.062
4621957008,0.146
4621959671,0.236
4621960888,0.014
4621969284,0.01
4621971219,0.236
4621972992,0.008
4621976577,0.038
4621979449,0.462
4621981873,0.062
4621981944,0.09
4621984447,0.426
4621984508,0.086
4621985121,0.182
4621985936,0.06
4621989721,0.114
4621991885,0.046
4621993858,0.162
4621999346,0.104
4621999965,0.162
4622002739,0.092
